service_request_id,requested_date,updated_date,closed_date,status_description,source,service_name,agency_responsible,address,comm_code,comm_name,location_type,longitude,latitude,point
24-00388077,2024-05-26 0:00,2024-05-26 0:00,2024-05-26 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,ACA,ACADIA,Community Centrepoint,-114.053696,50.97241507,POINT (-114.05369601618155 50.97241507334731)
24-00221384,2024-03-28 0:00,2024-03-28 0:00,2024-03-28 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,THO,THORNCLIFFE,Community Centrepoint,-114.0687804,51.10310303,POINT (-114.06878043292588 51.10310302976012)
24-00221160,2024-03-28 0:00,2024-03-28 0:00,2024-03-28 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,COL,COLLINGWOOD,Community Centrepoint,-114.1024036,51.08350991,POINT (-114.1024036222742 51.08350990566399)
24-00012626,2024-01-05 0:00,2024-01-05 0:00,2024-01-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BNF,BANFF TRAIL,Community Centrepoint,-114.1151284,51.07421633,POINT (-114.11512839716917 51.07421633024228)
24-00216241,2024-03-26 0:00,2024-04-01 0:00,2024-04-01 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ALT,ALTADORE,Community Centrepoint,-114.1007824,51.01595412,POINT (-114.10078239468564 51.015954118298694)
24-00382264,2024-05-23 0:00,2024-06-10 0:00,2024-06-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00365896,2024-05-17 0:00,2024-06-10 0:00,2024-06-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00194323,2024-03-18 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00139752,2024-02-26 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00385559,2024-05-24 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BRE,BRENTWOOD,Community Centrepoint,-114.1359192,51.09606554,POINT (-114.1359191739885 51.09606553620387)
24-00127348,2024-02-20 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00369471,2024-05-19 0:00,2024-06-10 0:00,2024-06-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00392959,2024-05-27 0:00,2024-06-10 0:00,2024-06-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BYV,BAYVIEW,Community Centrepoint,-114.1139643,50.97463476,POINT (-114.11396431346714 50.97463475577881)
24-00273604,2024-04-16 0:00,2024-07-23 0:00,2024-07-23 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,PAL,PALLISER,Community Centrepoint,-114.1121589,50.96676703,POINT (-114.11215889038719 50.96676703111173)
24-00019157,2024-01-08 0:00,2024-12-06 0:00,2024-03-26 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,SSW,SCARBORO/ SUNALTA WEST,Community Centrepoint,-114.114882,51.04220032,POINT (-114.11488200443591 51.042200316401306)
24-00225236,2024-03-29 0:00,2024-03-29 0:00,2024-03-29 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,OGD,OGDEN,Community Centrepoint,-114.0124423,50.99187834,POINT (-114.01244227109757 50.991878337981746)
24-00386556,2024-05-25 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CAP,CAPITOL HILL,Community Centrepoint,-114.0946312,51.07266528,POINT (-114.09463117970881 51.07266527843247)
24-00212726,2024-03-25 0:00,2024-03-25 0:00,2024-03-25 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,EVN,EVANSTON,Community Centrepoint,-114.1124511,51.17108484,POINT (-114.11245112799256 51.17108484116176)
24-00017767,2024-01-08 0:00,2024-12-06 0:00,2024-02-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ACA,ACADIA,Community Centrepoint,-114.053696,50.97241507,POINT (-114.05369601618155 50.97241507334731)
24-00019550,2024-01-08 0:00,2024-12-06 0:00,2024-03-13 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,HUN,HUNTINGTON HILLS,Community Centrepoint,-114.0667086,51.11758075,POINT (-114.06670855606754 51.11758074798211)
24-00013520,2024-01-05 0:00,2024-01-08 0:00,2024-01-08 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,EPK,ELBOW PARK,Community Centrepoint,-114.0838053,51.02134304,POINT (-114.083805311106 51.021343041735584)
24-00017470,2024-01-08 0:00,2024-01-08 0:00,2024-01-08 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CNS,CORNERSTONE,Community Centrepoint,-113.9305705,51.15735997,POINT (-113.93057052562796 51.157359967042765)
24-00214722,2024-03-25 0:00,2024-03-25 0:00,2024-03-25 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,QLD,QUEENSLAND,Community Centrepoint,-114.0225717,50.93822412,POINT (-114.0225717060612 50.938224120412734)
24-00213639,2024-03-25 0:00,2024-03-26 0:00,2024-03-26 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HAW,HAWKWOOD,Community Centrepoint,-114.1756154,51.1309781,POINT (-114.17561536315762 51.13097810152047)
24-00200893,2024-03-20 0:00,2024-03-26 0:00,2024-03-26 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SSD,SUNNYSIDE,Community Centrepoint,-114.0790291,51.05641953,POINT (-114.07902910930551 51.05641953275016)
24-00025207,2024-01-10 0:00,2024-01-10 0:00,2024-01-10 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,02F,02F,Community Centrepoint,-114.1751203,51.15976354,POINT (-114.17512030034136 51.1597635370127)
24-00025640,2024-01-10 0:00,2024-01-10 0:00,2024-01-10 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,WAL,WALDEN,Community Centrepoint,-114.0326195,50.87040629,POINT (-114.03261949596039 50.870406291791525)
24-00174724,2024-03-11 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BLN,BELTLINE,Community Centrepoint,-114.0551861,51.03743796,POINT (-114.05518608886146 51.037437963359764)
24-00175840,2024-03-11 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,BLN,BELTLINE,Community Centrepoint,-114.0551861,51.03743796,POINT (-114.05518608886146 51.037437963359764)
24-00164793,2024-03-06 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,DNE,DOWNTOWN EAST VILLAGE,Community Centrepoint,-114.0508479,51.04709033,POINT (-114.05084794560608 51.04709033069666)
24-00263082,2024-04-12 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,DNE,DOWNTOWN EAST VILLAGE,Community Centrepoint,-114.0508479,51.04709033,POINT (-114.05084794560608 51.04709033069666)
24-00226874,2024-03-31 0:00,2024-03-31 0:00,2024-03-31 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,EVN,EVANSTON,Community Centrepoint,-114.1124511,51.17108484,POINT (-114.11245112799256 51.17108484116176)
24-00031847,2024-01-13 0:00,2024-01-13 0:00,2024-01-13 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CIA,CALGARY INTERNATIONAL AIRPORT,Community Centrepoint,-114.0117167,51.12355645,POINT (-114.01171665690258 51.123556453987604)
24-00219442,2024-03-27 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00391855,2024-05-27 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MAH,MAHOGANY,Community Centrepoint,-113.9246339,50.89594392,POINT (-113.92463385892763 50.8959439160425)
24-00227132,2024-03-31 0:00,2024-03-31 0:00,2024-03-31 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,RIC,RICHMOND,Community Centrepoint,-114.1184203,51.02971029,POINT (-114.11842028929458 51.02971029482691)
24-00233732,2024-04-02 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00395605,2024-05-28 0:00,2024-05-28 0:00,2024-05-28 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ALB,ALBERT PARK/RADISSON HEIGHTS,Community Centrepoint,-113.9967779,51.04453295,POINT (-113.9967779352673 51.044532952523866)
24-00394370,2024-05-28 0:00,2024-12-06 0:00,2024-05-28 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BDO,BONAVISTA DOWNS,Community Centrepoint,-114.0315055,50.94373043,POINT (-114.03150547303466 50.94373042986891)
24-00025040,2024-01-10 0:00,2024-01-10 0:00,2024-01-10 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,WSP,WEST SPRINGS,Community Centrepoint,-114.2066863,51.05977297,POINT (-114.20668628482576 51.05977296921509)
24-00221253,2024-03-28 0:00,2024-03-28 0:00,2024-03-28 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,THO,THORNCLIFFE,Community Centrepoint,-114.0687804,51.10310303,POINT (-114.06878043292588 51.10310302976012)
24-00222177,2024-03-28 0:00,2024-05-10 0:00,2024-05-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SAD,SADDLE RIDGE,Community Centrepoint,-113.9456225,51.13057324,POINT (-113.94562252266931 51.13057324213389)
24-00230473,2024-04-01 0:00,2024-04-02 0:00,2024-04-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,EDG,EDGEMONT,Community Centrepoint,-114.1439532,51.12458785,POINT (-114.14395321026963 51.12458784624158)
24-00233062,2024-04-02 0:00,2024-04-02 0:00,2024-04-02 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,RAN,RANCHLANDS,Community Centrepoint,-114.183647,51.11917908,POINT (-114.1836469813454 51.11917908233608)
24-00234974,2024-04-03 0:00,2024-04-09 0:00,2024-04-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SGH,SAGE HILL,Community Centrepoint,-114.1406861,51.17561697,POINT (-114.14068609335015 51.175616972779984)
24-00405494,2024-05-30 0:00,2024-06-24 0:00,2024-06-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,YKV,YORKVILLE,Community Centrepoint,-114.0823248,50.8703514,POINT (-114.08232478981701 50.87035139630615)
24-00236106,2024-04-03 0:00,2024-04-03 0:00,2024-04-03 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CAM,CAMBRIAN HEIGHTS,Community Centrepoint,-114.089379,51.08433917,POINT (-114.08937896523537 51.08433917204962)
24-00032290,2024-01-13 0:00,2024-01-13 0:00,2024-01-13 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SIG,SIGNAL HILL,Community Centrepoint,-114.179907,51.02326017,POINT (-114.1799070291585 51.02326017129387)
24-00013245,2024-01-05 0:00,2024-01-12 0:00,2024-01-12 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,MAH,MAHOGANY,Community Centrepoint,-113.9246339,50.89594392,POINT (-113.92463385892763 50.8959439160425)
24-00028078,2024-01-11 0:00,2024-01-11 0:00,2024-01-11 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,DIS,DISCOVERY RIDGE,Community Centrepoint,-114.2177188,51.01609153,POINT (-114.21771877703736 51.016091532285486)
24-00026298,2024-01-11 0:00,2024-01-11 0:00,2024-01-11 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SNA,SUNALTA,Community Centrepoint,-114.1014859,51.04295989,POINT (-114.10148594325165 51.04295989234576)
24-00027455,2024-01-11 0:00,2024-01-11 0:00,2024-01-11 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BRI,BRIDLEWOOD,Community Centrepoint,-114.1102111,50.89922055,POINT (-114.11021107747143 50.899220546721374)
24-00408661,2024-05-31 0:00,2024-06-24 0:00,2024-06-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,KIN,KINGSLAND,Community Centrepoint,-114.0773588,50.98697675,POINT (-114.07735883671273 50.98697674970066)
24-00225373,2024-03-29 0:00,2024-03-29 0:00,2024-03-29 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,ARB,ARBOUR LAKE,Community Centrepoint,-114.207675,51.13259471,POINT (-114.20767498075155 51.1325947114686)
24-00025731,2024-01-10 0:00,2024-01-12 0:00,2024-01-12 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HID,HIDDEN VALLEY,Community Centrepoint,-114.1196092,51.15193708,POINT (-114.11960923256242 51.15193708420534)
24-00032181,2024-01-13 0:00,2024-01-13 0:00,2024-01-13 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,TEM,TEMPLE,Community Centrepoint,-113.9467677,51.08879459,POINT (-113.94676773665904 51.08879458506016)
24-00235613,2024-04-03 0:00,2024-04-03 0:00,2024-04-03 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,FRA,FRANKLIN,Community Centrepoint,-113.987524,51.05892759,POINT (-113.98752400359126 51.05892758945268)
24-00039805,2024-01-17 0:00,2024-01-17 0:00,2024-01-17 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,STE,STARFIELD EAST,Community Centrepoint,-113.9166711,51.00501593,POINT (-113.91667108450858 51.00501593481511)
24-00037050,2024-01-16 0:00,2024-01-17 0:00,2024-01-17 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,DIS,DISCOVERY RIDGE,Community Centrepoint,-114.2177188,51.01609153,POINT (-114.21771877703736 51.016091532285486)
24-00237746,2024-04-03 0:00,2024-04-03 0:00,2024-04-03 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,BRI,BRIDLEWOOD,Community Centrepoint,-114.1102096,50.89922016,POINT (-114.11020964623893 50.899220156387116)
24-00032948,2024-01-14 0:00,2024-12-06 0:00,2024-01-24 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,PAL,PALLISER,Community Centrepoint,-114.1121589,50.96676703,POINT (-114.11215889038719 50.96676703111173)
24-00281480,2024-04-18 0:00,2024-05-29 0:00,2024-05-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HIL,HILLHURST,Community Centrepoint,-114.093646,51.05727753,POINT (-114.09364601408916 51.05727753172276)
24-00399537,2024-05-29 0:00,2024-05-29 0:00,2024-05-29 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,CAP,CAPITOL HILL,Community Centrepoint,-114.0946312,51.07266528,POINT (-114.09463117970881 51.07266527843247)
24-00342485,2024-05-09 0:00,2024-05-29 0:00,2024-05-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WSP,WEST SPRINGS,Community Centrepoint,-114.2066863,51.05977297,POINT (-114.20668628482576 51.05977296921509)
24-00226367,2024-03-30 0:00,2024-03-30 0:00,2024-03-30 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,WBN,WOODBINE,Community Centrepoint,-114.1296282,50.94023326,POINT (-114.1296281640202 50.94023326198639)
24-00237803,2024-04-03 0:00,2024-04-04 0:00,2024-04-04 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SDC,SUNDANCE,Community Centrepoint,-114.0421257,50.90180437,POINT (-114.04212569181436 50.90180436893341)
24-00237867,2024-04-04 0:00,2024-04-04 0:00,2024-04-04 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,FPK,FISH CREEK PARK,Community Centrepoint,-114.0263763,50.90960459,POINT (-114.02637629619778 50.90960459313166)
24-00030939,2024-01-12 0:00,2024-01-16 0:00,2024-01-16 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HIL,HILLHURST,Community Centrepoint,-114.093646,51.05727753,POINT (-114.09364601408916 51.05727753172276)
24-00236252,2024-04-03 0:00,2024-04-09 0:00,2024-04-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CAR,CARRINGTON,Community Centrepoint,-114.0887654,51.18568826,POINT (-114.08876544116792 51.18568826121795)
24-00033549,2024-01-15 0:00,2024-01-15 0:00,2024-01-15 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ST2,STONEY 2,Community Centrepoint,-114.0172182,51.14338378,POINT (-114.01721821479654 51.14338378225709)
24-00032518,2024-01-14 0:00,2024-01-14 0:00,2024-01-14 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HOR,HORIZON,Community Centrepoint,-113.9916978,51.08990092,POINT (-113.99169780219123 51.08990091526667)
24-00045830,2024-01-19 0:00,2024-01-19 0:00,2024-01-19 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,GBK,GLENBROOK,Community Centrepoint,-114.1526948,51.02419405,POINT (-114.15269483793377 51.02419405241393)
24-00046452,2024-01-19 0:00,2024-01-19 0:00,2024-01-19 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,EVN,EVANSTON,Community Centrepoint,-114.1124511,51.17108536,POINT (-114.11245112799256 51.171085356450234)
24-00226100,2024-03-30 0:00,2024-03-30 0:00,2024-03-30 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ST2,STONEY 2,Community Centrepoint,-114.0172182,51.14338378,POINT (-114.01721821479654 51.14338378225709)
24-00145890,2024-02-28 0:00,2024-04-08 0:00,2024-04-08 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CHA,CHAPARRAL,Community Centrepoint,-114.0256688,50.88467246,POINT (-114.02566876175794 50.88467246113951)
24-00048064,2024-01-19 0:00,2024-03-25 0:00,2024-03-25 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,CRA,CRANSTON,Community Centrepoint,-113.980004,50.87819417,POINT (-113.98000403324264 50.87819416610164)
24-00035203,2024-01-15 0:00,2024-01-29 0:00,2024-01-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MPK,MARLBOROUGH PARK,Community Centrepoint,-113.9467171,51.0596885,POINT (-113.94671708302872 51.059688495333184)
24-00030519,2024-01-12 0:00,2024-01-15 0:00,2024-01-15 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,EDG,EDGEMONT,Community Centrepoint,-114.1439532,51.12458785,POINT (-114.14395321026963 51.12458784624158)
24-00034041,2024-01-15 0:00,2024-01-15 0:00,2024-01-15 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,NAW,NORTH AIRWAYS,Community Centrepoint,-114.007524,51.08713865,POINT (-114.00752398291431 51.08713865081421)
24-00241514,2024-04-05 0:00,2024-04-12 0:00,2024-04-12 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00045721,2024-01-18 0:00,2024-01-18 0:00,2024-01-18 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,WHL,WEST HILLHURST,Community Centrepoint,-114.1151585,51.05507951,POINT (-114.11515850909333 51.05507951363527)
24-00244209,2024-04-06 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00240476,2024-04-04 0:00,2024-04-24 0:00,2024-04-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,Community Centrepoint,-114.1057298,51.06317954,POINT (-114.10572976665989 51.06317953856462)
24-00236452,2024-04-03 0:00,2024-04-09 0:00,2024-04-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BRE,BRENTWOOD,Community Centrepoint,-114.1359192,51.09606554,POINT (-114.1359191739885 51.09606553620387)
24-00400790,2024-05-29 0:00,2024-06-25 0:00,2024-06-25 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HAY,HAYSBORO,Community Centrepoint,-114.0833402,50.97221484,POINT (-114.08334023954198 50.972214842335006)
24-00233085,2024-04-02 0:00,2024-04-02 0:00,2024-04-02 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,RAN,RANCHLANDS,Community Centrepoint,-114.183647,51.11917908,POINT (-114.1836469813454 51.11917908233608)
24-00330404,2024-05-05 0:00,2024-05-30 0:00,2024-05-30 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,UMR,UPPER MOUNT ROYAL,Community Centrepoint,-114.0850257,51.02997368,POINT (-114.0850256868341 51.02997367628775)
24-00336584,2024-05-07 0:00,2024-05-30 0:00,2024-05-30 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SOC,SOUTH CALGARY,Community Centrepoint,-114.1020747,51.02680215,POINT (-114.10207470148995 51.02680215136445)
