service_request_id,requested_date,closed_date,Days _to _Resolve,Response_Catergory,Priority_Score,is_slow,source,comm_code,comm_name,longitude,latitude
24-00596620,2024-07-29,2024-07-29,0,Same Day,5,0,Other,BRI,BRIDLEWOOD,-114.1102096,50.89922016
24-00748912,2024-09-23,2024-11-21,59,Over 2 Weeks,1,1,Other,TEM,TEMPLE,-113.9467677,51.08879459
24-00890633,2024-11-21,2024-11-21,0,Same Day,5,0,App,SHN,SHAWNESSY,-114.0739762,50.90337303
24-00595545,2024-07-29,2024-07-29,0,Same Day,5,0,App,MEA,MEADOWLARK PARK,-114.0773517,50.99785784
24-00780180,2024-10-04,2024-10-08,4,1 Week,3,0,Other,NPK,NOSE HILL PARK,-114.110691,51.11127714
24-00757764,2024-09-25,2024-11-21,57,Over 2 Weeks,1,1,Other,FLN,FOREST LAWN,-113.9700019,51.03784805
24-00892230,2024-11-21,2024-11-21,0,Same Day,5,0,Other,GAW,GARRISON WOODS,-114.1136145,51.01717823
24-00691205,2024-09-01,2024-09-10,9,2 Weeks,2,1,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00689690,2024-08-31,2024-09-10,10,2 Weeks,2,1,Other,WHL,WEST HILLHURST,-114.1151585,51.05507951
24-00448885,2024-06-12,2024-07-29,47,Over 2 Weeks,1,1,Other,OGD,OGDEN,-114.0124423,50.99187834
24-00567291,2024-07-18,2024-07-29,11,2 Weeks,2,1,Other,SHN,SHAWNESSY,-114.0739762,50.90337303
24-00778259,2024-10-03,2024-10-03,0,Same Day,5,0,App,CPF,COPPERFIELD,-113.9294857,50.91781382
24-00892331,2024-11-21,2024-11-21,0,Same Day,5,0,Other,CLI,CLIFF BUNGALOW,-114.0749017,51.03393319
24-00525288,2024-07-04,2024-07-29,25,Over 2 Weeks,1,1,Other,LKB,LAKE BONAVISTA,-114.0512956,50.939599
24-00780889,2024-10-04,2024-12-02,59,Over 2 Weeks,1,1,Other,FHI,FOOTHILLS,-113.9820382,50.99396303
24-00704964,2024-09-05,2024-10-24,49,Over 2 Weeks,1,1,Other,WIN,WINSTON HEIGHTS/MOUNTVIEW,-114.0418487,51.0752988
24-00518470,2024-07-02,2024-07-29,27,Over 2 Weeks,1,1,Other,WIL,WILLOW PARK,-114.0561955,50.9566238
24-00718331,2024-09-10,2024-09-10,0,Same Day,5,0,Other,MPL,MAPLE RIDGE,-114.034689,50.95763758
24-00562231,2024-07-17,2024-07-29,12,2 Weeks,2,1,Other,ING,INGLEWOOD,-114.0191258,51.03414052
24-00587279,2024-07-25,2024-09-09,46,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00599205,2024-07-30,2024-07-30,0,Same Day,5,0,Other,SOC,SOUTH CALGARY,-114.1020747,51.02680215
24-00591755,2024-07-26,2024-07-30,4,1 Week,3,0,App,GDL,GLENDALE,-114.1527189,51.03337139
24-00600135,2024-07-30,2024-07-30,0,Same Day,5,0,Other,ROY,ROYAL OAK,-114.2197619,51.14266073
24-00767448,2024-09-30,2024-10-10,10,2 Weeks,2,1,Other,PKH,PARKHILL,-114.0655345,51.01819229
24-00718392,2024-09-11,2024-10-24,43,Over 2 Weeks,1,1,Other,WES,WESTWINDS,-113.9700536,51.10339241
24-00698073,2024-09-04,2024-09-11,7,1 Week,3,0,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00771087,2024-10-01,2024-10-01,0,Same Day,5,0,App,ACA,ACADIA,-114.053696,50.97241507
24-00771282,2024-10-01,2024-10-09,8,2 Weeks,2,1,Other,RIV,RIVERBEND,-114.0184303,50.97601886
24-00781649,2024-10-05,2024-10-05,0,Same Day,5,0,Other,BDO,BONAVISTA DOWNS,-114.0315055,50.94373043
24-00438969,2024-06-10,2024-07-31,51,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00602708,2024-07-31,2024-07-31,0,Same Day,5,0,Other,PAN,PANORAMA HILLS,-114.0880634,51.15971101
24-00583964,2024-07-24,2024-07-31,7,1 Week,3,0,Other,HIL,HILLHURST,-114.093646,51.05727753
24-00721642,2024-09-12,2024-09-12,0,Same Day,5,0,App,FAL,FALCONRIDGE,-113.945375,51.10330638
24-00722745,2024-09-12,2024-09-12,0,Same Day,5,0,Other,WBN,WOODBINE,-114.1296282,50.94023326
24-00784265,2024-10-07,2024-11-29,53,Over 2 Weeks,1,1,Other,HOR,HORIZON,-113.9916978,51.08990092
24-00785996,2024-10-07,2024-10-09,2,2-3 Days,4,0,Other,BLM,BELMONT,-114.0552494,50.8686837
24-00786419,2024-10-07,2024-10-07,0,Same Day,5,0,App,COU,COUNTRY HILLS,-114.0798938,51.14377568
24-00786402,2024-10-07,2024-10-07,0,Same Day,5,0,App,COU,COUNTRY HILLS,-114.0798938,51.14377568
24-00796343,2024-10-11,2024-11-20,40,Over 2 Weeks,1,1,Other,UMR,UPPER MOUNT ROYAL,-114.0850257,51.02997368
24-00771798,2024-10-02,2024-10-02,0,Same Day,5,0,Other,EVN,EVANSTON,-114.1124511,51.17108484
24-00769125,2024-10-01,2024-10-02,1,1 Day,5,0,Other,CIT,CITADEL,-114.1839369,51.14453876
24-00767288,2024-09-30,2024-10-02,2,2-3 Days,4,0,Other,SIL,SILVER SPRINGS,-114.1962818,51.10427454
24-00758891,2024-09-26,2024-10-02,6,1 Week,3,0,Other,DAL,DALHOUSIE,-114.1581554,51.10940994
24-00776966,2024-10-03,2024-10-10,7,1 Week,3,0,Other,SAN,SANDSTONE VALLEY,-114.0949625,51.13773284
24-00607102,2024-08-01,2024-08-01,0,Same Day,5,0,App,TEM,TEMPLE,-113.9467677,51.08879459
24-00600585,2024-07-30,2024-08-13,14,2 Weeks,2,1,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00588712,2024-07-25,2024-08-01,7,1 Week,3,0,Other,CAN,CANYON MEADOWS,-114.0820063,50.94095721
24-00602669,2024-07-31,2024-08-01,1,1 Day,5,0,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00604553,2024-07-31,2024-08-01,1,1 Day,5,0,Other,WHL,WEST HILLHURST,-114.1151585,51.05507951
24-00603728,2024-07-31,2024-08-01,1,1 Day,5,0,Other,BRA,BRAESIDE,-114.1063659,50.95600269
24-00606710,2024-08-01,2024-08-01,0,Same Day,5,0,Other,SIL,SILVER SPRINGS,-114.1962818,51.10427454
24-00785037,2024-10-07,2024-10-07,0,Same Day,5,0,App,COU,COUNTRY HILLS,-114.0798938,51.14377568
24-00857617,2024-11-07,2024-11-22,15,Over 2 Weeks,1,1,Other,06B,06B,-114.230437,51.0781262
24-00892225,2024-11-21,2024-11-22,1,1 Day,5,0,App,GAW,GARRISON WOODS,-114.1136145,51.01717823
24-00720372,2024-09-11,2024-09-13,2,2-3 Days,4,0,Other,BRE,BRENTWOOD,-114.1359192,51.09606554
24-00679716,2024-08-28,2024-09-13,16,Over 2 Weeks,1,1,Other,CUR,CURRIE BARRACKS,-114.1248177,51.01572349
24-00775815,2024-10-03,2024-10-10,7,1 Week,3,0,Other,CHW,CHARLESWOOD,-114.1122123,51.09008805
24-00772150,2024-10-02,2024-10-03,1,1 Day,5,0,App,SAN,SANDSTONE VALLEY,-114.0949625,51.13773284
24-00776873,2024-10-03,2024-10-03,0,Same Day,5,0,App,DNE,DOWNTOWN EAST VILLAGE,-114.0508479,51.04709033
24-00726066,2024-09-13,2024-09-13,0,Same Day,5,0,Other,KEL,KELVIN GROVE,-114.0890283,50.98988114
24-00778266,2024-10-03,2024-11-21,49,Over 2 Weeks,1,1,Other,COV,COVENTRY HILLS,-114.0531434,51.16490633
24-00778280,2024-10-03,2024-11-29,57,Over 2 Weeks,1,1,Other,FAL,FALCONRIDGE,-113.945375,51.10330638
24-00573963,2024-07-21,2024-08-02,12,2 Weeks,2,1,Other,NGM,NORTH GLENMORE PARK,-114.1122561,51.00142837
24-00600670,2024-07-30,2024-08-13,14,2 Weeks,2,1,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00531967,2024-07-07,2024-08-02,26,Over 2 Weeks,1,1,Other,BRI,BRIDLEWOOD,-114.1102096,50.89922016
24-00609608,2024-08-02,2024-08-02,0,Same Day,5,0,Other,VAR,VARSITY,-114.1625068,51.09605377
24-00610404,2024-08-02,2024-08-02,0,Same Day,5,0,Other,HUN,HUNTINGTON HILLS,-114.0667086,51.11758075
24-00611623,2024-08-02,2024-09-24,53,Over 2 Weeks,1,1,Phone,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00979152,2024-12-31,2024-12-31,0,Same Day,5,0,Other,THO,THORNCLIFFE,-114.068781,51.10310501
24-00730371,2024-09-16,2024-09-16,0,Same Day,5,0,App,MRT,MARTINDALE,-113.9583871,51.11791373
24-00611688,2024-08-03,2024-08-03,0,Same Day,5,0,Other,PEN,PENBROOKE MEADOWS,-113.9476872,51.04585329
24-00727922,2024-09-14,2024-09-27,13,2 Weeks,2,1,Other,KIL,KILLARNEY/GLENGARRY,-114.1317313,51.03013196
24-00894848,2024-11-22,2024-11-23,1,1 Day,5,0,Other,BRI,BRIDLEWOOD,-114.1102096,50.89922016
24-00730158,2024-09-15,2024-09-15,0,Same Day,5,0,App,SET,SETON,-113.9479312,50.87415766
24-00729031,2024-09-15,2024-09-15,0,Same Day,5,0,Other,CIA,CALGARY INTERNATIONAL AIRPORT,-114.0117167,51.12355645
24-00791114,2024-10-09,2024-10-09,0,Same Day,5,0,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00613991,2024-08-04,2024-08-04,0,Same Day,5,0,App,RIV,RIVERBEND,-114.0184303,50.97601886
24-00792054,2024-10-09,2024-10-23,14,2 Weeks,2,1,Other,ERI,ERIN WOODS,-113.9676688,51.02097628
24-00729685,2024-09-15,2024-10-23,38,Over 2 Weeks,1,1,Other,CPF,COPPERFIELD,-113.9294857,50.91781382
24-00613386,2024-08-04,2024-08-04,0,Same Day,5,0,App,EVE,EVERGREEN,-114.1156935,50.91870443
24-00613532,2024-08-04,2024-08-04,0,Same Day,5,0,App,RUN,RUNDLE,-113.9700581,51.07423997
24-00790656,2024-10-09,2024-10-09,0,Same Day,5,0,Other,SOW,SOUTHWOOD,-114.0831943,50.95775881
24-00780837,2024-10-04,2024-12-02,59,Over 2 Weeks,1,1,Other,EFV,EAST FAIRVIEW INDUSTRIAL,-114.0386398,50.98403288
24-00778394,2024-10-04,2024-12-02,59,Over 2 Weeks,1,1,Other,SOV,SOUTHVIEW,-113.9973392,51.03415221
24-00615234,2024-08-05,2024-08-05,0,Same Day,5,0,Other,NAW,NORTH AIRWAYS,-114.007524,51.08713865
24-00615484,2024-08-05,2024-08-05,0,Same Day,5,0,App,MPL,MAPLE RIDGE,-114.034689,50.95763758
24-00915403,2024-12-01,2024-12-01,0,Same Day,5,0,App,EPK,ELBOW PARK,-114.0838053,51.02134304
24-00615983,2024-08-05,2024-08-05,0,Same Day,5,0,Other,PAN,PANORAMA HILLS,-114.0880634,51.15971101
24-00781151,2024-10-05,2024-10-05,0,Same Day,5,0,Other,SSD,SUNNYSIDE,-114.0790291,51.05641953
24-00781865,2024-10-05,2024-10-05,0,Same Day,5,0,Other,THO,THORNCLIFFE,-114.068781,51.10310501
24-00893262,2024-11-22,2024-11-25,3,2-3 Days,4,0,Other,GDL,GLENDALE,-114.1527189,51.03337139
24-00895465,2024-11-23,2024-11-25,2,2-3 Days,4,0,Other,SCA,SCARBORO,-114.1071798,51.04076553
24-00914403,2024-11-30,2025-01-20,51,Over 2 Weeks,1,1,Other,SNA,SUNALTA,-114.1014859,51.04295989
24-00629421,2024-08-09,2024-08-09,0,Same Day,5,0,Other,BRE,BRENTWOOD,-114.1359192,51.09606554
24-00900871,2024-11-26,2024-11-26,0,Same Day,5,0,App,DIS,DISCOVERY RIDGE,-114.2177188,51.01609153
24-00901160,2024-11-26,2024-11-26,0,Same Day,5,0,Other,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00616116,2024-08-05,2024-08-06,1,1 Day,5,0,Other,EVN,EVANSTON,-114.1124511,51.17108484
24-00616125,2024-08-05,2024-08-06,1,1 Day,5,0,App,EVN,EVANSTON,-114.1124511,51.17108484
24-00616224,2024-08-06,2024-08-06,0,Same Day,5,0,Other,SCE,SCENIC ACRES,-114.217341,51.11270751
24-00616161,2024-08-05,2024-08-06,1,1 Day,5,0,App,SCE,SCENIC ACRES,-114.217341,51.11270751
24-00616218,2024-08-05,2024-08-06,1,1 Day,5,0,App,SKR,SKYVIEW RANCH,-113.9583746,51.15612673
24-00616324,2024-08-06,2024-08-06,0,Same Day,5,0,Phone,ABP,AURORA BUSINESS PARK,-114.0584755,51.13626243
24-00901261,2024-11-26,2024-11-26,0,Same Day,5,0,Other,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00616384,2024-08-06,2024-08-06,0,Same Day,5,0,App,EVE,EVERGREEN,-114.1156935,50.91870443
24-00616555,2024-08-06,2024-08-06,0,Same Day,5,0,App,BED,BEDDINGTON HEIGHTS,-114.0849111,51.13164399
24-00616665,2024-08-06,2024-08-06,0,Same Day,5,0,App,SKR,SKYVIEW RANCH,-113.9583746,51.15612673
24-00610721,2024-08-02,2024-09-09,38,Over 2 Weeks,1,1,Other,PAL,PALLISER,-114.1121589,50.96676703
24-00611616,2024-08-02,2024-08-06,4,1 Week,3,0,Other,HSD,HOMESTEAD,-113.9165003,51.12162971
24-00618346,2024-08-06,2024-08-06,0,Same Day,5,0,App,ASP,ASPEN WOODS,-114.2083866,51.04521538
24-00618712,2024-08-06,2024-08-06,0,Same Day,5,0,App,CNS,CORNERSTONE,-113.9305705,51.15735997
24-00618755,2024-08-06,2024-08-06,0,Same Day,5,0,App,RSN,REDSTONE,-113.9575028,51.17044617
24-00619154,2024-08-06,2024-08-06,0,Same Day,5,0,Other,RED,RED CARPET,-113.9389258,51.04258063
24-00619608,2024-08-06,2024-08-06,0,Same Day,5,0,App,ST1,STONEY 1,-114.0246985,51.16118788
24-00885803,2024-11-19,2024-11-26,7,1 Week,3,0,Other,EVN,EVANSTON,-114.1124511,51.17108484
24-00626635,2024-08-08,2024-09-24,47,Over 2 Weeks,1,1,Other,WHI,WHITEHORN,-113.9700682,51.08877987
24-00971485,2024-12-27,2024-12-27,0,Same Day,5,0,App,MCK,MCKENZIE LAKE,-113.9881872,50.91486638
24-00797710,2024-10-12,2024-10-12,0,Same Day,5,0,Other,MON,MONTGOMERY,-114.1622482,51.07107614
24-00679831,2024-08-28,2024-10-07,40,Over 2 Weeks,1,1,Other,OGD,OGDEN,-114.0124423,50.99187834
24-00931318,2024-12-06,2024-12-06,0,Same Day,5,0,Other,SUN,SUNRIDGE,-113.9916953,51.07422345
24-00890672,2024-11-21,2024-11-27,6,1 Week,3,0,Other,SHN,SHAWNESSY,-114.0739762,50.90337303
24-00791258,2024-10-09,2024-10-23,14,2 Weeks,2,1,Other,ERI,ERIN WOODS,-113.9676688,51.02097628
24-00620069,2024-08-07,2024-08-07,0,Same Day,5,0,App,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00620619,2024-08-07,2024-08-07,0,Same Day,5,0,App,COU,COUNTRY HILLS,-114.0798938,51.14377568
24-00784389,2024-10-07,2024-12-02,56,Over 2 Weeks,1,1,Other,SET,SETON,-113.9479312,50.87415766
24-00784438,2024-10-07,2024-12-02,56,Over 2 Weeks,1,1,Other,SET,SETON,-113.9479312,50.87415766
24-00799651,2024-10-13,2024-10-13,0,Same Day,5,0,App,GDL,GLENDALE,-114.1527189,51.03337139
24-00622422,2024-08-07,2024-08-19,12,2 Weeks,2,1,Other,MPL,MAPLE RIDGE,-114.034689,50.95763758
24-00787757,2024-10-08,2024-10-08,0,Same Day,5,0,Other,SKR,SKYVIEW RANCH,-113.9583746,51.15612673
24-00623540,2024-08-07,2024-08-07,0,Same Day,5,0,Other,DIS,DISCOVERY RIDGE,-114.2177188,51.01609153
24-00905694,2024-11-27,2025-01-22,56,Over 2 Weeks,1,1,Other,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00785255,2024-10-07,2024-10-10,3,2-3 Days,4,0,Other,CAM,CAMBRIAN HEIGHTS,-114.089379,51.08433917
24-00778497,2024-10-04,2024-10-09,5,1 Week,3,0,Other,ASP,ASPEN WOODS,-114.2083866,51.04521538
24-00771664,2024-10-02,2024-10-09,7,1 Week,3,0,Other,SVO,SILVERADO,-114.0712969,50.88298604
24-00775878,2024-10-03,2024-10-09,6,1 Week,3,0,Other,ING,INGLEWOOD,-114.0191258,51.03414052
24-00773317,2024-10-02,2024-10-09,7,1 Week,3,0,Other,SOC,SOUTH CALGARY,-114.1020747,51.02680215
24-00763632,2024-09-27,2024-10-09,12,2 Weeks,2,1,Other,MCT,MCKENZIE TOWNE,-113.961353,50.91714876
24-00793613,2024-10-10,2024-10-10,0,Same Day,5,0,App,SAD,SADDLE RIDGE,-113.9456225,51.13057324
24-00794837,2024-10-10,2024-10-10,0,Same Day,5,0,Other,CRA,CRANSTON,-113.980004,50.87819417
24-00624835,2024-08-08,2024-09-09,32,Over 2 Weeks,1,1,Other,SNA,SUNALTA,-114.1014859,51.04295989
24-00392799,2024-05-27,2024-09-09,105,Over 2 Weeks,1,1,Other,LMR,LOWER MOUNT ROYAL,-114.0864994,51.0365032
24-00481212,2024-06-20,2024-08-08,49,Over 2 Weeks,1,1,Other,DNC,DOWNTOWN COMMERCIAL CORE,-114.0695937,51.04727444
24-00627255,2024-08-08,2024-08-08,0,Same Day,5,0,App,SGH,SAGE HILL,-114.1406861,51.17561697
24-00909670,2024-11-28,2024-11-28,0,Same Day,5,0,Other,CHN,CHINATOWN,-114.0655219,51.05282359
24-00786417,2024-10-07,2024-10-10,3,2-3 Days,4,0,Other,EDG,EDGEMONT,-114.1439532,51.12458785
24-00777515,2024-10-03,2024-10-10,7,1 Week,3,0,Other,DAL,DALHOUSIE,-114.1581554,51.10940994
24-00793404,2024-10-10,2024-10-10,0,Same Day,5,0,Other,CAN,CANYON MEADOWS,-114.0820063,50.94095721
24-00733737,2024-09-16,2024-10-10,24,Over 2 Weeks,1,1,Other,BOW,BOWNESS,-114.1883885,51.08334629
24-00775882,2024-10-03,2024-10-10,7,1 Week,3,0,Other,ALT,ALTADORE,-114.1007824,51.01595412
24-00794995,2024-10-10,2024-10-10,0,Same Day,5,0,App,CHV,COUNTRY HILLS VILLAGE,-114.0613954,51.15820385
24-00805151,2024-10-16,2025-01-15,91,Over 2 Weeks,1,1,Other,EPK,ELBOW PARK,-114.0838053,51.02134304
24-00628025,2024-08-09,2024-08-09,0,Same Day,5,0,App,SGH,SAGE HILL,-114.1406861,51.17561697
24-00630319,2024-08-09,2024-08-21,12,2 Weeks,2,1,Other,BNK,BANKVIEW,-114.1004832,51.03412753
24-00778393,2024-10-04,2024-11-29,56,Over 2 Weeks,1,1,Other,SUN,SUNRIDGE,-113.9917006,51.0742216
24-00806532,2024-10-16,2024-10-16,0,Same Day,5,0,Other,LMR,LOWER MOUNT ROYAL,-114.0864994,51.0365032
24-00806158,2024-10-16,2024-10-16,0,Same Day,5,0,Other,DNC,DOWNTOWN COMMERCIAL CORE,-114.0695937,51.04727444
24-00806155,2024-10-16,2025-03-06,141,Over 2 Weeks,1,1,Other,ESH,EAST SHEPARD INDUSTRIAL,-113.95097,50.95130984
24-00796667,2024-10-11,2024-10-11,0,Same Day,5,0,Other,UMR,UPPER MOUNT ROYAL,-114.0850257,51.02997368
24-00797675,2024-10-11,2024-10-11,0,Same Day,5,0,Other,RUN,RUNDLE,-113.9700581,51.07423997
24-00797688,2024-10-11,2024-10-11,0,Same Day,5,0,App,WIL,WILLOW PARK,-114.0561955,50.9566238
24-00800661,2024-10-14,2024-10-14,0,Same Day,5,0,App,BED,BEDDINGTON HEIGHTS,-114.0849111,51.13164399
24-00628824,2024-08-09,2024-09-05,27,Over 2 Weeks,1,1,Other,MCK,MCKENZIE LAKE,-113.9881872,50.91486638
24-00631161,2024-08-10,2024-08-10,0,Same Day,5,0,App,HUN,HUNTINGTON HILLS,-114.0667086,51.11758075
24-00632362,2024-08-10,2024-08-10,0,Same Day,5,0,App,CNS,CORNERSTONE,-113.9305705,51.15735997
24-00633835,2024-08-11,2024-08-11,0,Same Day,5,0,App,CAR,CARRINGTON,-114.0887654,51.18568826
24-00631992,2024-08-10,2024-09-13,34,Over 2 Weeks,1,1,Other,GDL,GLENDALE,-114.1527189,51.03337139
24-00631236,2024-08-10,2024-08-10,0,Same Day,5,0,Other,ASP,ASPEN WOODS,-114.2083866,51.04521538
24-00799971,2024-10-14,2024-12-05,52,Over 2 Weeks,1,1,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00798765,2024-10-12,2024-10-12,0,Same Day,5,0,Other,EYA,ELBOYA,-114.0736046,51.01299335
24-00802774,2024-10-15,2024-10-15,0,Same Day,5,0,App,02F,02F,-114.1751203,51.15976354
24-00631706,2024-08-10,2024-08-10,0,Same Day,5,0,Other,TAR,TARADALE,-113.9340021,51.11794016
24-00927609,2024-12-05,2024-12-05,0,Same Day,5,0,App,EVN,EVANSTON,-114.1124511,51.17108484
24-00488632,2024-06-23,2024-08-12,50,Over 2 Weeks,1,1,Other,BLN,BELTLINE,-114.0551861,51.03743796
24-00634881,2024-08-12,2024-08-12,0,Same Day,5,0,Other,BOW,BOWNESS,-114.1883885,51.08334629
24-00636692,2024-08-12,2024-08-12,0,Same Day,5,0,App,EVN,EVANSTON,-114.1124511,51.17108484
24-00799822,2024-10-13,2024-10-23,10,2 Weeks,2,1,Other,MAH,MAHOGANY,-113.9246339,50.89594392
24-00620177,2024-08-07,2024-08-13,6,1 Week,3,0,Other,SIL,SILVER SPRINGS,-114.1962818,51.10427454
24-00621088,2024-08-07,2024-08-13,6,1 Week,3,0,Other,HUN,HUNTINGTON HILLS,-114.0667086,51.11758075
24-00637218,2024-08-13,2024-08-13,0,Same Day,5,0,Other,RAN,RANCHLANDS,-114.183647,51.11917908
24-00638014,2024-08-13,2024-08-13,0,Same Day,5,0,Other,TAR,TARADALE,-113.9340021,51.11794016
24-00814762,2024-10-19,2024-10-23,4,1 Week,3,0,Other,ASP,ASPEN WOODS,-114.2083866,51.04521538
24-00640000,2024-08-13,2024-08-13,0,Same Day,5,0,Other,SUN,SUNRIDGE,-113.9917006,51.0742216
24-00263763,2024-04-12,2024-08-13,123,Over 2 Weeks,1,1,Other,GDL,GLENDALE,-114.1527189,51.03337139
24-00800789,2024-10-14,2024-10-14,0,Same Day,5,0,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00802666,2024-10-15,2024-10-15,0,Same Day,5,0,Other,ROY,ROYAL OAK,-114.2197619,51.14266073
24-00913435,2024-11-30,2024-12-18,18,Over 2 Weeks,1,1,Other,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00637191,2024-08-13,2024-08-14,1,1 Day,5,0,Other,SET,SETON,-113.9479312,50.87415766
24-00640704,2024-08-14,2024-08-14,0,Same Day,5,0,Other,HUN,HUNTINGTON HILLS,-114.0667086,51.11758075
24-00642958,2024-08-14,2024-08-26,12,2 Weeks,2,1,Other,GDL,GLENDALE,-114.1527189,51.03337139
24-00643101,2024-08-14,2024-08-27,13,2 Weeks,2,1,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00643002,2024-08-14,2024-08-15,1,1 Day,5,0,Other,SIL,SILVER SPRINGS,-114.1962818,51.10427454
24-00646768,2024-08-15,2024-08-15,0,Same Day,5,0,App,BED,BEDDINGTON HEIGHTS,-114.0849111,51.13164399
24-00647056,2024-08-15,2024-08-15,0,Same Day,5,0,App,EVN,EVANSTON,-114.1124511,51.17108484
24-00808018,2024-10-17,2024-11-29,43,Over 2 Weeks,1,1,Other,LIV,LIVINGSTON,-114.0655067,51.18550406
24-00808354,2024-10-17,2024-10-17,0,Same Day,5,0,Other,GAW,GARRISON WOODS,-114.1136145,51.01717823
24-00925285,2024-12-04,2024-12-04,0,Same Day,5,0,App,EDG,EDGEMONT,-114.1439532,51.12458785
24-00822499,2024-10-23,2024-10-23,0,Same Day,5,0,Other,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,-114.1057298,51.06317954
24-00823361,2024-10-23,2024-10-24,1,1 Day,5,0,Other,WHL,WEST HILLHURST,-114.1151585,51.05507951
24-00649777,2024-08-16,2024-08-16,0,Same Day,5,0,App,CAR,CARRINGTON,-114.0887654,51.18568826
24-00811445,2024-10-18,2024-11-04,17,Over 2 Weeks,1,1,Other,DNC,DOWNTOWN COMMERCIAL CORE,-114.0695937,51.04727444
24-00793307,2024-10-10,2024-10-18,8,2 Weeks,2,1,Other,FAL,FALCONRIDGE,-113.945375,51.10330638
24-00814851,2024-10-19,2024-10-19,0,Same Day,5,0,Other,ALT,ALTADORE,-114.1007824,51.01595412
24-00813337,2024-10-18,2024-10-19,1,1 Day,5,0,App,DNC,DOWNTOWN COMMERCIAL CORE,-114.0695937,51.04727444
24-00814393,2024-10-19,2024-10-19,0,Same Day,5,0,App,EVE,EVERGREEN,-114.1156935,50.91870443
24-00814636,2024-10-19,2024-10-19,0,Same Day,5,0,App,MID,MIDNAPORE,-114.0574843,50.91560246
24-00813545,2024-10-19,2024-10-19,0,Same Day,5,0,Other,RDL,ROSEDALE,-114.0782071,51.06268666
24-00822464,2024-10-23,2024-10-23,0,Same Day,5,0,Other,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,-114.1057298,51.06317954
24-00664140,2024-08-22,2024-08-22,0,Same Day,5,0,Other,MCI,MCCALL,-114.0270867,51.08899754
24-00651560,2024-08-17,2024-08-17,0,Same Day,5,0,Other,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00650462,2024-08-17,2024-08-17,0,Same Day,5,0,Other,MRT,MARTINDALE,-113.9583871,51.11791373
24-00816045,2024-10-20,2024-10-21,1,1 Day,5,0,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00288315,2024-04-21,2024-04-21,0,Same Day,5,0,Other,HIL,HILLHURST,-114.093646,51.05727753
24-00652918,2024-08-18,2024-08-18,0,Same Day,5,0,App,WIN,WINSTON HEIGHTS/MOUNTVIEW,-114.0418487,51.0752988
24-00816991,2024-10-21,2024-10-21,0,Same Day,5,0,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00652491,2024-08-18,2024-08-18,0,Same Day,5,0,Other,QLD,QUEENSLAND,-114.0225717,50.93822412
24-00917037,2024-12-02,2024-12-18,16,Over 2 Weeks,1,1,Other,SHW,SHERWOOD,-114.1520001,51.15999092
24-00781656,2024-10-05,2024-12-02,58,Over 2 Weeks,1,1,Other,BDO,BONAVISTA DOWNS,-114.0315055,50.94373043
24-00609715,2024-08-02,2024-08-19,17,Over 2 Weeks,1,1,Other,RUN,RUNDLE,-113.9700581,51.07423997
24-00652941,2024-08-18,2024-08-19,1,1 Day,5,0,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00013570,2024-01-05,2024-02-06,32,Over 2 Weeks,1,1,Other,BRA,BRAESIDE,-114.1063659,50.95600269
24-00656421,2024-08-19,2024-08-19,0,Same Day,5,0,Other,SOW,SOUTHWOOD,-114.0831943,50.95775881
24-00817250,2024-10-21,2024-10-21,0,Same Day,5,0,App,MAH,MAHOGANY,-113.9246339,50.89594392
24-00819266,2024-10-22,2024-10-22,0,Same Day,5,0,App,GPK,GLENMORE PARK,-114.1315315,50.99046842
24-00785906,2024-10-07,2024-12-02,56,Over 2 Weeks,1,1,Other,OGD,OGDEN,-114.0124423,50.99187834
24-00812128,2024-10-18,2024-10-23,5,1 Week,3,0,Other,ING,INGLEWOOD,-114.0191258,51.03414052
